,Customer Number,Customer Code,Customer Fuel Unique ID,Customer Location Unique ID,Customer Type,Customer Fuel Type,Zone - Fuel,Usable Size,Optimum Delivery - Fuel,K Factor,Previous K Factor,Previous K Factor (2nd),Last DDay,Next DDay,Run Out DDay,Allow Smart K,Smart K Predictability,Smart K Previous Predictability,Recalc K Factor,Baseload,Estimated Delivery - Fuel,Currently in Tank,% Full,Salesperson - Fuel Acct,Customer Segment,Automatic Delivery,K Factor - Winter,K Factor - Summer,K Factor - Fall,K Factor - Spring,PIDCustomerFuel1
,275955,,275955,275955,,,P9-K7,247,206,4.50,4.50,4.50,0,0,184,False,,,True,0.00,12401,-12154,"-5,011%",,,1,4.50,4.50,4.50,4.50,275955
,367472,,367472,367472,,,P9-K7,247,190,7.60,7.35,5.67,93773,95217,95650,True,0.895,0.895,True,0.00,111,136,100%,,,1,5.22,7.97,7.44,7.54,367472
,358014,,358014,358014,,,P9-K7,247,206,4.50,4.50,4.50,0,0,184,False,,,True,0.00,20750,-20503,"-8,496%",,,1,4.50,4.50,4.50,4.50,358014
,338820,,338820,338820,Budget,,P9-K7,247,190,15.00,6.00,5.45,91522,94787,95642,False,,,True,0.00,178,69,28%,,,1,20.00,15.00,4.50,4.50,338820
,336158,,336158,336158,,,P9-K7,247,190,14.88,9.47,7.70,92390,95217,96065,True,0.823,0.805,True,0.00,149,98,100%,,,1,8.39,15.96,15.13,15.33,336158
,663455,,663455,663455,Budget,,P9-K7,202,168,11.39,8.39,7.24,55701,57614,58001,True,,,True,0.00,15,187,92%,,,1,6.78,11.39,9.08,9.08,663455
,727195,,727195,727195,,,P9-K7,247,190,13.94,10.00,8.66,93182,95830,96624,True,0.917,0.917,True,0.00,103,144,100%,,,1,7.41,17.26,14.13,14.13,727195
,793526,,793526,793526,,,P9-K7,247,190,5.45,4.95,4.50,54907,56021,56331,False,,,True,0.00,164,83,34%,,,1,6.32,5.45,4.50,4.50,793526
,786592,,786592,786592,,,P9-K7,247,190,10.36,8.67,6.63,92869,94837,95427,True,0.837,0.854,True,0.00,169,78,100%,,,1,6.24,10.72,10.23,10.23,786592
,883397,,883397,883397,,,P9-K7,247,206,4.50,4.50,4.50,0,0,184,False,,,True,0.00,12401,-12154,"-5,011%",,,1,4.50,4.50,4.50,4.50,883397
,846970,,846970,846970,Budget,,P9-K7,247,190,13.84,13.73,13.36,55645,58274,59062,False,,,True,0.00,17,230,93%,,,1,14.37,13.73,13.73,13.73,846970
,975643,,975643,975643,,,P9-K7,247,190,6.37,6.12,6.60,55484,56695,57058,True,0.899,0.899,True,0.00,62,185,100%,,,1,6.50,3.27,6.94,6.74,975643
,883397,,1766845,766845,,,P9-K7,250,180,3.89,3.54,3.54,54783,55311,55583,False,,,True,0.00,326,-76,-30%,,,1,3.13,3.89,4.50,4.50,1766845
,883397,,3351791,351791,,,P9-K7,247,206,4.07,4.86,5.45,93191,94029,94195,False,,,True,0.00,0,247,-42%,,,1,1.64,4.86,4.50,4.50,3351791
,883397,,3665483,665483,,,P9-K7,1800,1500,0.44,0.40,0.68,55517,56177,56309,False,,,True,0.00,0,1800,54%,,,1,0.88,0.40,0.68,0.68,3665483
,733951,,733951,733951,,,M25C8,247,190,6.99,6.99,8.08,55287,56615,57013,True,,,True,0.00,84,163,66%,,,1,4.28,9.51,6.89,6.89,733951
,748583,,748583,748583,,,M25C8,495,412,6.80,6.80,6.80,53232,56173,56737,False,,,True,0.00,368,127,25%,,,1,7.25,6.80,6.80,6.80,748583
,492093,,492093,492093,,,M25C8,247,190,8.67,12.73,12.09,55461,57109,57603,True,0.912,,True,0.00,48,199,100%,,,1,11.18,16.88,14.68,14.88,492093
,883397,,3894632,894632,,,B40G3,270,225,5.00,5.00,5.00,52815,54114,54339,False,,,True,0.00,385,-115,-114%,,,1,5.35,5.00,5.00,5.00,3894632
,266025,,266025,266025,Budget,,31J10,247,190,11.08,11.35,7.54,94029,96135,96766,True,0.906,0.829,True,0.00,53,194,100%,,,1,7.12,15.37,12.04,12.54,266025
,216182,,216182,216182,,,M31K2,247,190,9.49,10.23,7.53,93701,95505,96045,True,0.801,0.829,True,0.00,96,151,100%,,,1,5.78,11.55,8.96,8.86,216182
,375119,,375119,375119,,,M31K2,247,190,8.45,8.18,7.31,54282,55887,56368,True,0.947,0.957,True,0.00,189,58,100%,,,1,7.98,10.79,8.13,9.73,375119
,469065,,469065,469065,,,M31K2,247,190,14.03,10.04,8.64,92571,95236,96035,True,0.861,0.861,True,0.00,146,101,100%,,,1,9.37,15.51,13.34,13.14,469065
,761209,,761209,761209,,,M31K2,247,190,7.64,7.19,5.24,93689,95141,95576,True,0.923,0.927,True,0.00,121,126,100%,,,1,4.49,8.27,7.08,7.28,761209
,929722,,929722,929722,,,M31K2,247,190,15.93,14.48,12.04,54683,57662,58570,False,,,True,0.00,78,169,68%,,,1,15.06,15.93,14.48,14.48,929722
,941455,,941455,941455,,,M31K2,247,190,10.73,9.75,9.75,94005,96042,96653,True,,,True,0.00,57,190,77%,,,1,4.93,12.84,8.89,8.89,941455
,614530,,614530,614530,,,M33A1,247,190,4.24,4.54,5.18,55728,56533,56774,False,,,True,0.00,35,212,85%,,,1,4.20,4.54,4.50,4.50,614530
,290627,,290627,290627,Budget,,M32C5,247,190,7.31,6.77,6.12,55237,56625,57041,True,0.851,0.851,True,0.00,88,159,100%,,,1,6.15,10.27,8.16,8.26,290627
,7795,,7795,7795,,,M32C5,247,190,18.48,16.80,15.27,93731,97242,98295,False,,,True,0.00,48,199,81%,,,1,17.61,16.80,14.64,14.64,7795
,7886,,7886,7886,Budget,,M32C5,247,190,16.76,17.07,20.18,54645,57807,58762,False,,,True,0.00,75,172,70%,,,1,16.35,16.76,20.18,20.18,7886
,19477,,19477,19477,,,M32F3,247,190,9.06,8.22,7.68,55728,57450,57966,True,0.88,0.937,True,0.00,16,231,100%,,,1,7.54,13.39,10.81,10.41,19477
,588633,,588633,588633,Budget,,M32F3,247,206,6.60,8.29,5.28,93713,95072,95342,False,,,True,0.00,137,110,44%,,,1,6.19,8.29,7.24,7.24,588633
,446955,,446955,446955,,,M32F3,247,190,8.25,9.23,7.44,55229,56670,57140,True,,,True,0.00,94,153,62%,,,1,5.57,8.25,6.65,6.65,446955
,878444,,878444,878444,,,M32F3,247,190,11.87,11.54,11.65,94547,96802,97478,False,,,True,0.00,6,241,98%,,,1,9.35,11.54,9.09,9.09,878444
,855715,,855715,855715,,,25A12,247,190,7.84,7.84,7.84,54428,56179,56625,False,,,True,0.00,151,96,38%,,,1,8.34,8.12,5.04,5.04,855715
,857055,,857055,857055,,,M25K1,247,190,5.92,6.37,6.34,55208,56332,56669,True,0.943,0.943,True,0.00,113,134,100%,,,1,6.27,2.22,6.85,6.75,857055
,652603,,652603,652603,,,32H13,495,412,7.57,7.40,6.73,94029,97147,97775,False,,,True,0.00,78,417,84%,,,1,7.52,7.40,6.12,6.12,652603
,510845,,510845,510845,Budget,,32H13,270,225,12.00,9.37,9.37,54282,56333,56873,False,,,True,0.00,187,83,31%,,,1,7.80,12.00,12.00,12.00,510845
,510848,,510848,510848,Budget,,32H13,247,190,12.99,13.40,13.66,55852,58320,59060,False,,,True,0.00,2,245,99%,,,1,11.05,13.40,16.08,16.08,510848
,269387,,269387,269387,,,32H13,247,190,10.42,11.86,11.79,94336,96315,96908,True,0.906,0.846,True,0.00,27,220,100%,,,1,8.36,11.94,11.70,9.20,269387
,313153,,313153,313153,,,B34G1,247,190,15.86,10.31,10.47,53500,56410,57314,True,,,True,0.00,156,91,36%,,,1,15.08,15.86,15.57,15.57,313153
,178843,,178843,178843,Budget,,25E11,247,190,9.54,12.11,10.52,54428,56241,56784,True,0.953,,True,0.00,152,95,100%,,,1,10.81,1.70,12.19,12.19,178843
,359101,,359101,359101,Budget,,M33B9,247,190,9.16,8.14,8.75,55134,56875,57397,True,0.877,0.877,True,0.00,81,166,100%,,,1,7.39,14.12,11.21,10.81,359101
,391857,,391857,391857,,,M33B9,247,190,12.58,11.42,12.23,54282,56673,57390,True,0.977,,True,0.00,126,121,100%,,,1,10.97,16.86,14.67,14.37,391857
,619801,,619801,619801,,,M33B9,495,350,5.46,4.79,3.85,93395,95305,96096,True,0.855,0.904,True,0.00,224,271,100%,,,1,3.77,5.81,4.99,5.39,619801
,646545,,646545,646545,Budget,,M33B9,247,190,8.38,7.90,7.24,55701,57294,57771,True,0.954,0.97,True,0.00,21,226,100%,,,1,7.23,11.14,9.69,9.29,646545
,826515,,826515,826515,,,M31G7,247,190,9.59,8.12,7.49,93090,94913,95459,True,0.911,0.911,True,0.00,159,88,100%,,,1,7.30,9.73,9.06,9.36,826515
,628909,,628909,628909,,,36C10,247,190,8.91,8.41,7.71,55739,57432,57939,True,0.922,0.964,True,0.00,15,232,100%,,,1,7.96,11.22,10.09,9.79,628909
,828238,,828238,828238,,,M30D8,247,190,13.44,10.00,8.00,54927,56946,57712,True,,,True,0.00,110,137,55%,,,1,6.89,13.44,9.85,9.85,828238
,134848,,134848,134848,Budget,,B34F5,247,190,8.81,7.92,12.40,55687,57360,57862,True,,,True,0.00,22,225,91%,,,1,11.60,8.81,9.94,10.24,134848
,126835,,126835,126835,,,B34F5,247,190,19.00,13.46,13.46,54945,58321,59404,False,,,True,0.00,61,186,75%,,,1,13.28,19.00,19.00,19.00,126835
,527536,,527536,527536,Budget,,M32B4,247,190,7.00,7.22,2.94,94140,95470,95869,True,,,True,0.00,68,179,72%,,,1,5.24,7.22,5.82,5.82,527536
,831307,,831307,831307,,,25F10,247,190,6.32,6.00,5.62,55354,56554,56914,True,0.90,0.90,True,0.00,83,164,100%,,,1,5.52,7.51,6.77,6.57,831307
,390248,,390248,390248,Budget,,M31F8,247,190,14.65,13.53,15.26,93164,95901,96736,False,,,True,0.00,102,145,58%,,,1,4.38,14.65,15.26,15.26,390248
,468755,,468755,468755,,,M31F8,247,206,8.82,8.41,6.60,54161,55977,56338,True,0.94,0.966,True,0.00,195,52,100%,,,1,8.02,10.60,9.46,9.46,468755
,237222,,237222,237222,,,M30G1,247,190,8.78,6.76,5.99,55192,56860,57360,True,0.873,0.873,True,0.00,78,169,100%,,,1,4.64,20.05,14.64,14.04,237222
,829934,,829934,829934,,,M30G1,247,190,5.24,4.55,4.45,55192,56188,56486,True,0.843,0.843,True,0.00,131,116,100%,,,1,3.56,2.26,6.96,7.06,829934
,701984,,701984,701984,,,M30G1,247,190,11.73,6.72,6.57,54664,56210,56878,True,,,True,0.00,161,86,34%,,,1,6.42,11.73,9.07,9.07,701984
,925104,,925104,925104,,,P8K12,247,190,11.83,7.93,8.18,92742,94989,95663,True,0.924,0.924,True,0.00,158,89,100%,,,1,6.76,13.37,10.37,10.77,925104
,837265,,837265,837265,,,32C5,495,412,3.14,2.85,4.06,55480,56766,57026,False,,,True,0.00,129,366,74%,,,1,2.04,3.14,3.69,3.69,837265
,826306,,826306,826306,,,M32F5,247,206,20.00,23.88,23.88,52387,57010,57830,False,,,True,0.00,149,98,39%,,,1,23.88,20.00,20.00,20.00,826306
,523622,,523622,523622,,,M31F6,247,190,13.53,12.85,11.68,55794,58364,59135,False,,,True,0.00,6,241,98%,,,1,11.68,12.85,10.00,10.00,523622
,177865,,177865,177865,,,B35J8,247,190,12.29,11.17,14.21,94297,96631,97331,False,,,True,0.00,26,221,89%,,,1,6.15,11.17,16.05,16.05,177865
,163651,,163651,163651,,,M22D1,247,190,6.03,5.58,5.76,54783,55928,56271,True,0.942,0.942,True,0.00,182,65,100%,,,1,5.42,5.09,6.45,6.35,163651
,358014,,358025,358025,,,B29C1,247,190,7.03,6.39,7.00,94473,95808,96208,False,,,True,0.00,21,226,91%,,,1,4.82,7.00,5.93,5.93,358025
,607083,,607083,607083,Budget,,25G11,247,190,5.87,6.57,5.96,55192,56308,56642,True,0.909,0.902,True,0.00,117,130,100%,,,1,6.30,1.55,7.48,7.48,607083
,400145,,400145,400145,Budget,,M29F4,247,190,5.74,5.62,5.32,55484,56575,56902,True,0.849,0.849,True,0.00,68,179,100%,,,1,5.23,6.57,6.05,6.05,400145
,516300,,516300,516300,Budget,,B40K4,247,190,9.32,8.25,7.48,93238,95008,95539,True,0.93,0.93,True,0.00,148,99,100%,,,1,7.31,9.54,8.67,9.07,516300
,683406,,683406,683406,,,M32C2,247,190,11.44,11.68,9.52,53732,55905,56557,True,0.944,,True,0.00,187,60,100%,,,1,10.23,11.81,13.67,13.47,683406
,435719,,435719,435719,,,M31D8,247,190,5.70,5.18,4.71,55114,56256,56580,False,,,True,0.00,124,123,50%,,,1,6.78,5.70,4.28,4.28,435719
,189235,,189235,189235,,,25D11,247,190,10.50,10.32,8.31,55712,57707,58305,False,,,True,0.00,16,231,94%,,,1,9.07,10.32,10.32,10.32,189235
,398859,,398859,398859,,,M32H6,297,247,5.83,5.64,5.13,93857,95297,95588,False,,,True,0.00,130,167,56%,,,1,3.29,5.64,5.96,5.96,398859
,808293,,808293,808293,Budget,,M32H6,247,190,3.15,3.43,3.68,55701,56300,56479,True,0.823,0.877,True,0.00,56,191,100%,,,1,3.43,0.77,4.15,4.15,808293
,706165,,706165,706165,Budget,,32G13,247,206,3.65,3.32,3.32,55447,56218,56367,False,,,True,0.00,113,134,54%,,,1,7.22,3.65,3.02,3.02,706165
,925628,,925628,925628,,,32G13,247,190,11.05,10.44,11.58,54004,56103,56732,True,0.972,,True,0.00,169,78,100%,,,1,9.77,14.82,12.55,12.35,925628
,276161,,276161,276161,,,32G13,247,190,5.16,4.28,4.04,55208,56188,56482,True,0.838,0.92,True,0.00,130,117,100%,,,1,3.84,7.02,5.83,5.53,276161
,82877,,82877,82877,Budget,,M31G8,247,190,8.39,7.57,7.35,93376,94970,95448,True,0.866,0.866,True,0.00,148,99,100%,,,1,6.37,8.52,8.24,7.94,82877
,489077,,489077,489077,,,M31G8,247,190,5.23,8.89,8.89,55287,56308,56606,True,,,True,0.00,108,139,56%,,,1,6.09,5.23,5.98,5.88,489077
,501422,,501422,501422,,,24J12,180,150,18.21,14.43,15.85,55045,57189,57735,True,,,True,0.00,78,102,57%,,,1,7.82,18.21,12.49,12.49,501422
,848759,,848759,848759,,,31A13,247,190,8.46,8.25,7.50,54428,56014,56496,False,,,True,0.00,174,73,30%,,,1,8.30,8.46,7.50,7.50,848759
,829404,,829404,829404,,,M32D4,247,190,7.07,7.37,7.27,54783,56126,56528,True,0.959,0.944,True,0.00,155,92,100%,,,1,7.28,2.33,8.20,8.50,829404
,873000,,873000,873000,,,M32D4,247,190,8.12,7.62,8.29,55508,57051,57513,True,0.946,0.946,True,0.00,45,202,100%,,,1,8.56,2.49,9.17,9.07,873000
,662689,,662689,662689,,,M32D4,247,190,9.33,8.48,7.71,94462,96234,96765,False,,,True,0.00,17,230,93%,,,1,6.93,8.48,7.02,7.02,662689
,163829,,163829,163829,Budget,,M32D4,247,190,8.54,8.05,8.06,55310,56933,57419,True,0.965,0.965,True,0.00,66,181,100%,,,1,7.30,11.70,9.90,9.60,163829
,41625,,41625,41625,Budget,,M32E3,247,190,15.71,12.37,7.92,94498,97482,98377,True,,,True,0.00,7,240,97%,,,1,8.15,15.71,11.93,11.93,41625
,563987,,563987,563987,,,M32E3,247,190,7.01,5.86,5.64,54891,56222,56621,True,0.918,0.918,True,0.00,141,106,100%,,,1,5.47,9.48,7.53,7.93,563987
,1000692,,4950965,1000794,,,M32E3,247,190,13.83,8.00,10.50,92333,94686,95474,True,,,True,0.00,185,62,25%,,,1,10.46,13.83,12.60,12.90,4950965
,598096,,598096,598096,,,M32B1,207,172,12.60,14.45,11.18,55692,57859,58300,True,,,True,0.00,14,193,93%,,,1,15.78,14.45,15.19,15.19,598096
,827725,,827725,827725,Budget,,M25G9,247,190,7.57,6.88,6.25,54472,56090,56521,False,,,True,0.00,162,85,34%,,,1,9.20,7.57,6.25,6.25,827725
,525043,,525043,525043,Budget,,M38B6,247,190,5.88,5.37,4.98,55134,56251,56586,True,0.833,0.833,True,0.00,126,121,100%,,,1,4.81,7.52,6.46,6.26,525043
,414738,,414738,414738,Budget,,32C12,247,190,5.35,4.86,5.07,55692,56707,57011,False,,,True,0.00,35,212,86%,,,1,5.64,4.86,4.19,4.19,414738
,510342,,510342,510342,,,P18G3,247,190,9.25,7.35,7.49,55794,57551,58078,True,,,True,0.00,9,238,96%,,,1,7.77,9.25,8.61,8.61,510342
,213848,,213848,213848,,,M31F5,247,190,11.27,10.06,9.27,93238,95380,96022,True,0.924,0.944,True,0.00,122,125,100%,,,1,8.92,11.88,10.30,11.30,213848
,848796,,848796,848796,Budget,,M31F5,207,172,4.10,3.73,3.39,55692,56397,56540,False,,,True,0.00,45,162,78%,,,1,5.20,3.73,3.14,3.14,848796
,797624,,797624,797624,Budget,,M31F5,247,190,9.39,8.93,8.98,54385,56169,56704,True,0.937,0.94,True,0.00,159,88,100%,,,1,8.17,11.37,10.27,10.07,797624
,939530,,939530,939530,,,M32E5,247,206,10.04,9.33,9.64,54982,57051,57462,True,0.911,0.913,True,0.00,89,158,100%,,,1,9.07,12.20,10.88,10.98,939530
,422742,,422742,422742,,,M32E5,247,190,8.09,6.95,4.95,93376,94913,95374,True,0.831,0.831,True,0.00,153,94,100%,,,1,4.70,8.40,7.35,7.95,422742
,197222,,197222,197222,Budget,,31G11,495,412,5.24,4.51,4.87,55806,57964,58398,True,,,True,0.00,14,481,97%,,,1,4.55,5.24,5.00,5.00,197222
,865622,,865622,865622,,,31G11,247,190,7.17,6.13,6.45,54614,55977,56385,True,0.949,0.973,True,0.00,176,71,100%,,,1,5.82,9.36,7.94,7.64,865622
,146131,,146131,146131,,,M25D8,247,190,8.21,7.58,7.69,54472,56031,56498,True,0.974,0.971,True,0.00,171,76,100%,,,1,7.20,4.55,9.68,9.58,146131
,422767,,422767,422767,,,M25D8,247,190,13.60,8.56,8.19,92721,95305,96080,True,0.878,0.878,True,0.00,139,108,100%,,,1,7.16,16.35,12.10,12.30,422767
,797438,,797438,797438,,,B40E1,247,190,8.99,8.52,9.22,54161,55869,56381,True,0.976,0.963,True,0.00,191,56,100%,,,1,8.03,6.72,10.58,10.68,797438
,318933,,318933,318933,,,M38F5,247,190,3.17,3.46,3.43,55237,55839,56019,True,0.867,0.887,True,0.00,202,45,100%,,,1,3.38,1.09,4.49,4.29,318933
,258810,,258810,258810,,,M31K3,247,190,8.95,7.53,8.52,54385,56085,56595,True,0.91,0.941,True,0.00,167,80,100%,,,1,6.96,14.24,10.45,10.95,258810
,228634,,228634,228634,,,M31K3,247,190,6.27,5.70,5.18,94462,95653,96010,False,,,True,0.00,25,222,90%,,,1,7.15,5.18,3.89,3.89,228634
,171761,,171761,171761,,,M31K3,247,190,21.60,13.50,15.00,53232,56722,57953,True,,,True,0.00,151,96,39%,,,1,16.98,21.60,19.39,19.39,171761
,460521,,460521,460521,,,M31K3,247,190,14.88,10.82,10.82,92142,94913,95761,False,,,True,0.00,170,77,31%,,,1,14.13,14.88,14.88,14.88,460521
,634666,,634666,634666,Budget,,M31K3,247,190,8.66,7.87,7.15,94140,95784,96277,False,,,True,0.00,55,192,77%,,,1,8.35,7.87,6.50,6.50,634666
,741790,,741790,741790,Budget,,M31K3,247,190,14.67,13.34,12.13,93987,96775,97611,False,,,True,0.00,43,204,83%,,,1,7.57,13.34,11.00,11.00,741790
,829130,,829130,829130,,,31H11,247,190,21.56,13.06,13.06,53550,56781,58009,True,,,True,0.00,148,99,40%,,,1,14.91,21.56,21.56,21.56,829130
,621747,,621747,621747,,,31H11,247,206,5.45,4.95,4.50,55794,56915,57138,False,,,True,0.00,16,231,94%,,,1,5.23,4.95,4.50,4.50,621747
,410589,,410589,410589,,,31H11,247,190,8.27,7.57,7.18,55192,56764,57235,True,0.939,0.939,True,0.00,83,164,100%,,,1,7.01,11.46,9.29,9.59,410589
,367100,,367100,367100,,,31H11,220,180,4.19,3.81,3.85,55447,56192,56359,False,,,True,0.00,105,115,52%,,,1,3.45,4.19,3.50,3.50,367100
,427563,,427563,427563,,,29H13,247,190,8.17,9.26,7.74,94327,95880,96345,True,0.955,0.95,True,0.00,35,212,100%,,,1,7.03,9.59,8.41,9.21,427563
,676642,,676642,676642,,,B35B9,247,190,9.95,9.56,7.49,93689,95580,96147,True,0.965,0.965,True,0.00,93,154,100%,,,1,8.16,10.74,9.60,10.20,676642
,615780,,615780,615780,,,M38F3,247,190,12.32,10.16,13.36,92706,95046,95748,True,0.931,0.931,True,0.00,155,92,100%,,,1,9.48,12.68,12.23,12.23,615780
,639975,,639975,639975,Budget,,M38F3,247,190,8.10,7.67,8.00,55692,57231,57692,False,,0.813,True,0.00,23,224,91%,,,1,7.26,7.67,8.15,8.15,639975
,310302,,310302,310302,,,M38F3,247,190,15.29,15.48,11.88,54802,57551,58422,False,,,True,0.00,80,167,67%,,,1,12.47,15.29,15.48,15.48,310302
,21035,,21035,21035,,,M38G1,900,750,4.35,3.60,2.90,93857,97119,97771,True,0.879,0.874,True,0.00,175,725,100%,,,1,2.52,5.65,4.53,4.24,21035
,736381,,736381,736381,,,M38G1,247,206,6.20,5.84,5.31,55794,57071,57325,False,,,True,0.00,13,234,94%,,,1,6.33,5.84,5.31,5.31,736381
,754576,,754576,754576,,,M38G1,247,190,15.14,12.56,11.90,92979,95855,96717,True,0.902,0.902,True,0.00,108,139,100%,,,1,11.51,16.51,15.31,15.21,754576
,759988,,759988,759988,,,M38G1,247,206,6.15,5.59,5.08,55237,56242,56494,False,,,True,0.00,147,100,40%,,,1,6.83,6.15,5.08,5.08,759988
,710400,,710400,710400,,,M29K3,247,190,12.74,13.44,12.22,93450,95870,96596,False,,,True,0.00,91,156,63%,,,1,10.79,13.44,13.02,13.12,710400
,592723,,592723,592723,,,M33A7,247,190,16.93,17.60,16.00,91612,95025,95990,False,,,True,0.00,166,81,33%,,,1,19.36,16.93,16.00,16.00,592723
,725010,,725010,725010,,,M32A4,247,190,7.47,6.79,8.73,55192,56683,57108,False,,,True,0.00,82,165,66%,,,1,9.89,7.47,6.79,6.79,725010
,827798,,827798,827798,,,M28B3,247,190,9.68,8.80,8.00,55229,57079,57630,False,,,True,0.00,66,181,73%,,,1,10.15,9.68,8.00,8.00,827798
,814533,,814533,814533,,,M32C3,247,206,4.73,4.95,4.50,55399,56399,56592,False,,,True,0.00,96,151,61%,,,1,6.74,4.73,4.50,4.50,814533
,300610,,300610,300610,Budget,,M32C3,247,190,10.46,8.13,7.35,93229,95217,95813,True,0.948,0.949,True,0.00,132,115,100%,,,1,6.47,11.26,9.57,9.47,300610
,23669,,23669,23669,,,M30J3,247,190,11.85,15.27,18.05,55168,57420,58095,True,0.94,,True,0.00,60,187,100%,,,1,12.83,5.90,13.57,13.47,23669
,619945,,619945,619945,,,M25A8,247,190,8.23,8.28,6.00,54629,56193,56662,True,0.983,0.983,True,0.00,151,96,100%,,,1,8.11,2.52,10.07,9.97,619945
,588626,,588626,588626,Budget,,M33D4,247,190,8.59,9.75,6.38,94348,95980,96469,True,0.888,0.852,True,0.00,31,216,100%,,,1,5.06,14.06,9.91,10.81,588626
,424337,,424337,424337,,,M33D4,202,168,8.56,8.67,9.98,55487,56924,57215,False,,,True,0.00,46,156,77%,,,1,7.09,8.56,9.98,9.98,424337
,925085,,925085,925085,,,M33D4,247,190,7.94,9.13,6.69,94321,95830,96282,True,0.923,0.934,True,0.00,37,210,100%,,,1,5.95,10.29,8.57,7.77,925085
,1000001,,4950114,1000001,Budget,,08048,250,180,10.09,9.28,6.61,93689,95505,96211,True,0.859,0.859,True,0.00,92,158,100%,,,1,6.29,12.23,9.21,10.01,4950114
,173555,,173555,173555,,,M24JP,247,190,16.54,15.30,11.98,94279,97421,98363,True,,,True,0.00,20,227,91%,,,1,13.59,16.54,15.07,15.07,173555
,61484,,61484,61484,Budget,,31K13,247,190,8.99,7.78,5.18,93622,95330,95842,True,0.919,0.942,True,0.00,111,136,100%,,,1,5.00,11.56,6.93,9.03,61484
,338835,,338835,338835,,,M24A8,247,206,5.46,5.45,4.95,55701,56825,57048,False,,,True,0.00,32,215,87%,,,1,6.85,5.45,4.50,4.50,338835
,528301,,528301,528301,,,25F12,247,190,13.26,11.27,14.28,92835,95355,96110,True,0.939,0.939,True,0.00,134,113,100%,,,1,10.74,13.68,12.91,13.21,528301
,787901,,787901,787901,,,25F12,247,190,15.51,11.78,13.38,92333,95280,96164,True,0.876,0.869,True,0.00,147,100,100%,,,1,11.09,16.57,15.33,15.53,787901
,683405,,683405,683405,,,25F12,247,190,9.92,8.83,7.86,93395,95280,95845,True,0.927,0.927,True,0.00,123,124,100%,,,1,7.57,10.35,9.16,9.86,683405
,864243,,864243,864243,Budget,,M31H5,247,190,8.37,8.60,6.12,94140,95730,96207,True,0.842,0.857,True,0.00,57,190,100%,,,1,5.55,9.80,9.03,8.93,864243
,515312,,515312,515312,,,M31H5,247,190,16.65,15.84,17.77,92817,95980,96929,True,0.969,,True,0.00,108,139,100%,,,1,14.23,17.76,17.55,15.35,515312
,102894,,102894,102894,,,M31H5,247,190,9.77,10.71,10.13,54193,56049,56605,True,0.936,,True,0.00,172,75,100%,,,1,8.69,9.71,10.95,10.85,102894
,734158,,734158,734158,,,30H12,247,190,18.95,12.72,12.72,53596,56452,57532,False,,,True,0.00,159,88,35%,,,1,13.60,18.95,18.95,18.95,734158
,730227,,730227,730227,,,M40D1,247,190,12.17,11.60,9.59,54193,56505,57198,True,0.975,,True,0.00,138,109,100%,,,1,10.49,16.24,14.12,13.82,730227
,506761,,506761,506761,,,M31J8,247,190,11.22,13.93,8.67,55552,57683,58322,False,,,True,0.00,29,218,88%,,,1,9.57,13.93,13.93,13.93,506761
,619785,,619785,619785,,,M32G6,495,412,7.77,9.11,5.73,92955,95835,96479,True,,,True,0.00,255,240,48%,,,1,3.23,7.77,6.16,6.16,619785
,971566,,971566,971566,Budget,,M32G6,247,190,4.90,4.41,4.29,54907,55838,56117,True,0.929,0.929,True,0.00,198,49,100%,,,1,4.17,3.10,5.63,5.83,971566
,963688,,963688,963688,,,M32G6,450,375,4.57,4.25,3.86,55687,57400,57742,False,,,True,0.00,42,408,91%,,,1,3.84,4.25,4.00,4.00,963688
,447638,,447638,447638,,,M31K8,247,180,4.34,4.45,4.65,55238,56020,56310,True,0.833,0.833,True,0.00,147,100,100%,,,1,4.48,1.06,6.52,6.52,447638
,799696,,799696,799696,Budget,,M38B5,247,190,8.29,6.70,4.89,93395,94970,95442,True,0.908,0.867,True,0.00,147,100,100%,,,1,4.45,9.13,6.89,7.19,799696
,879467,,879467,879467,Budget,,24C13,247,190,5.72,5.59,5.55,55027,56113,56439,True,0.852,0.852,True,0.00,149,98,100%,,,1,5.40,5.91,5.85,5.65,879467
,301033,,301033,301033,,,32B10,247,190,15.10,15.00,15.00,55229,58067,58927,False,,,True,0.00,45,202,82%,,,1,13.50,15.10,15.00,15.00,301033
,212702,,212702,212702,Budget,,32B10,495,412,3.97,3.61,3.28,94204,95840,96169,False,,,True,0.00,104,391,79%,,,1,3.05,3.61,2.24,2.24,212702
,510530,,510530,510530,,,M33E6,247,190,11.24,10.36,10.08,54754,56889,57529,True,0.899,,True,0.00,100,147,100%,,,1,9.38,15.83,12.75,13.15,510530
,607166,,607166,607166,,,M33E6,247,190,9.15,5.96,6.29,55777,57515,58036,True,,,True,0.00,11,236,96%,,,1,6.75,9.15,8.05,8.05,607166
,523178,,523178,523178,,,M33E6,247,190,8.39,7.08,4.89,93490,95084,95562,True,0.889,0.889,True,0.00,134,113,100%,,,1,4.46,9.36,7.26,7.46,523178
,923470,,923470,923470,,,31G12,247,206,4.51,4.10,3.73,94559,95488,95672,False,,,True,0.00,13,234,94%,,,1,5.62,3.73,4.50,4.50,923470
